id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
3,Подростковый возраст (1990–1996),"Переходный период, влияние 90-х","В подростковом возрасте респондентка столкнулась с переменами: переезд в отдельную квартиру, перевод в элитную школу, влияние 'лихих 90-х', аморальный образ жизни, участие в уличных компаниях, первые проявления самостоятельности.","Пила такой, можно сказать, аморальный образ жизни. На матом я не ругалась, я на нем разговаривала.","ирония, некоторая бравада, рефлексия","самостоятельность, протест, свобода, поиск себя","Поколенческий опыт подростков 90-х: резкая смена социальных норм, экономическая нестабильность, формирование новых идентичностей, влияние уличной субкультуры.",узел,"элитная английская школа, рынок как центр городской жизни",,наблюдение за малым бизнесом на рынке,
4,Юность и студенчество (1996–2000-е),Образование и первые шаги во взрослой жизни,"Поступление сначала на программирование, затем перевод на экономику и психологию. Студенческие годы вспоминаются как беззаботные и наполненные дружбой. После окончания университета — сложности с трудоустройством, первые опыты работы по найму.","Наверное, тоже было самое счастливое беззаботное время... Очень тяжело было работу найти, куда я только не устраивалась.","ностальгия, благодарность, разочарование","дружба, свобода, саморазвитие, независимость","Столкновение с реальностью российского рынка труда конца 90-х — начала 2000-х, разрыв между полученным образованием и возможностями трудоустройства.",эпизод,"Казанский университет, КАИ, элитная школа",,"поиск работы, первые подработки",
5,Ранняя взрослая жизнь (2000-е–2010-е),Профессиональный поиск и предпринимательство,"Респондентка пробует себя в разных сферах: офисная работа, журналистика, открытие ИП и торговой точки на рынке, затем переход в туризм. Испытывает трудности с подчинением и предпочитает самостоятельную занятость.",Я открыла свою ИП... несколько лет держала торговую точку... Потом решила заняться туризмом.,"энтузиазм, усталость, удовлетворение от самостоятельности","самостоятельность, свобода, творческий подход, независимость","Типичная стратегия женщин поколения 1970–80-х: уход от наемного труда к малому предпринимательству, поиск гибких форм занятости, адаптация к нестабильности рынка.",узел,"рынок, ИП, туристическая сфера",,"малый бизнес, торговля, туризм",
6,Настоящее время,Творческое развитие и новые формы занятости,"Респондентка совмещает работу турагента с творческими занятиями: актерское мастерство, участие в съемках, ведение мероприятий, блогерство. Оценивает плюсы и минусы самостоятельной занятости.","Сейчас я еще обучилась на актерское мастерство... развиваюсь как ведущая мероприятий, хочу как блогер снимать разные юмористические ролики.","оптимизм, вдохновение, реализм","самореализация, свобода, творчество, независимость","Переход к гибким, проектным и творческим формам занятости, характерный для современной городской молодежи и женщин среднего возраста.",эпизод,"туристическая фирма, творческие студии",,"самозанятость, креативная экономика",
7,Вся жизнь (рефлексия),Отношения с родителями и формирование характера,"Отношения с отцом были сложными: он не применял физического насилия, но оказывал сильное моральное давление. Это повлияло на формирование характера респондентки, её стремление к независимости и свободе.","Он никогда меня не бил физически, но он меня... Он морально очень может задавить. Словом, ударить можно намного больнее.","рефлексия, некоторая боль, принятие","справедливость, самостоятельность, психологическая устойчивость","Влияние авторитарной родительской фигуры на формирование личности, типичная для постсоветских семей динамика перехода от физического к моральному контролю.",узел,"семья, родительская власть",,,
8,Детство и юность,Взаимоотношения со сверстниками и социальная адаптация,"Респондентка была активным, бойким ребенком, часто конфликтовала со сверстниками, не терпела несправедливости, имела репутацию 'шабутной'.","Я не молчала, если мне что-то очень активно. Кто-то меня побаивался. По-разному было. Но я такая самая шабутная, самая боевая была.","самоирония, гордость","честность, независимость, активность","Формирование лидерских и протестных черт характера в условиях советской и постсоветской школы, опыт социальной борьбы и самозащиты.",эпизод,"школа, детские компании",,,
9,Детство и юность,Мечты и устремления,"С детства мечтала стать известной, сниматься в фильмах, пыталась поступать в театральное училище, но не прошла.","Наверное, ей до сих пор мечта стать известной. Я пыталась поступать в театральное училище, не прошла.","легкая грусть, надежда","самореализация, признание, творчество","Потребность в самовыражении и признании, характерная для детей из интеллигентных семей, поиск творческой идентичности.",декларация,,,,
10,Школьные годы,Учеба и отношения с учителями,"Респондентка была отличницей, любила математику, но имела конфликты с учителями из-за формы и правил. Испытывала давление и ограничения, не знала своих прав.","Меня это очень гнобило, я... не могла послать ее открыто. Сейчас, конечно, я послала бы подальше, да, сказала, какое вы имеете право, а тогда нет, я не знала своих прав.","раздражение, ретроспективная решимость","справедливость, свобода, самостоятельность","Опыт советской и постсоветской школы: жесткая дисциплина, ограничение самовыражения, формирование чувства несправедливости и потребности в правах.",эпизод,школа,,,
11,Взрослая жизнь (настоящее время),Отношение к труду и свободе,"Респондентка осознанно избегает наемной работы, ценит свободу распоряжаться своим временем, предпочитает нестабильную, но независимую занятость.","Я не могу, я свободу люблю, то есть сама себя, сама на себя.","уверенность, удовлетворение","свобода, независимость, самореализация","Рост самозанятости и индивидуального предпринимательства среди женщин среднего возраста в России, отказ от традиционной офисной занятости.",декларация,,,"самозанятость, фриланс",
1,подростковый возраст,Формирование самооценки и первые отношения,"В подростковом возрасте респондентка чувствовала себя неуверенно, считала себя 'гадким утенком', но примерно с 13 лет ситуация резко изменилась: за ней начали ухаживать парни, в основном старше её. Это привело к большому количеству знакомств и формированию репутации, с которой ей пришлось сталкиваться.",В какой-то момент из гадского утенка я превратилась в прекрасного лебедя. И за мной прям толпами начали ухаживать парни.,"амбивалентность, растерянность, легкая ирония","самооценка, принятие себя, внимание противоположного пола, независимость",Переходный возраст часто сопровождается изменениями в самоощущении и социальной роли. В данном случае раннее внимание со стороны мужчин старше респондентки повлияло на её отношение к ровесникам и на формирование личной идентичности.,эпизод,школа,,False,
2,"юность, ранняя молодость (20-25 лет)",Разочарования в отношениях и формирование новых установок,"В 20-25 лет респондентка была наивной и доверчивой, верила мужчинам и надеялась на серьезные отношения, но сталкивалась с обманом (многие мужчины оказывались женатыми). Это привело к разочарованию и изменению отношения к отношениям в целом.","Я была слишком хорошей в мнении. Мужчина потом оказывался женатый... я сама себе нарисовала картинку, а человек совершенно не тот оказался.","разочарование, усталость, ирония","честность, доверие, самостоятельность","Опыт разочарования в романтических отношениях типичен для молодых женщин, сталкивающихся с несоответствием ожиданий и реальности. Это формирует более прагматичный взгляд на отношения и повышает критичность к потенциальным партнерам.",перелом,,,False,
3,"зрелость, современный этап",Переосмысление отношений и выбор свободного формата,"После ряда неудачных отношений респондентка пришла к выводу, что ей комфортнее свободные отношения без обязательств. Она считает, что подходящих для серьезных отношений мужчин очень мало, и предпочитает получать удовольствие от жизни.","Сейчас я пришла к тому, что мне комфортнее свободные отношения без обязательств, свое удовольствие, развлекаться.","принятие, спокойствие, легкая ирония","свобода, самоуважение, удовольствие от жизни","Тенденция к свободным отношениям и отказу от традиционной модели семьи становится все более распространенной среди женщин, имеющих негативный опыт в личной жизни и ценящих независимость.",декларация,,,False,
4,"зрелость, 2000-е годы",Опыт онлайн-знакомств и международных отношений,"С появлением сайтов знакомств респондентка активно пользовалась ими, ходила на свидания, пробовала международные знакомства, ездила в гости к иностранцам. Однако опыт оказался разочаровывающим: большинство знакомств были поверхностными, а один из мужчин проявил агрессию после отказа.","Получается, как кастинг. Я выбираю, меня выбирают. Все друг с другом. И обманывают опять же. Получается, это как конвейер.","разочарование, настороженность","осторожность, самостоятельность, безопасность","Распространение онлайн-знакомств изменило структуру поиска партнера, усилило ротацию контактов и повысило риски. Женщины сталкиваются с необходимостью вырабатывать новые стратегии безопасности и критичности.",эпизод,сайты знакомств,,False,
5,"зрелость, современный этап",Переход к осторожности в отношениях,"После негативного опыта с агрессивным мужчиной из-за границы респондентка стала более внимательно относиться к поведению людей, особенно в экстремальных ситуациях, и делать выводы на основе наблюдений.","В какой-то момент стали появляться вот эти сайты знакомств... Потом еще я с иностранцами знакомилась... но тоже не мое было... Он меня преследовал, он меня угрожал, звонил, сламывал почту...","тревога, осторожность","безопасность, самосохранение",Опыт преследования и угроз со стороны мужчины усиливает у женщин настороженность и формирует новые стандарты оценки потенциальных партнеров.,узел,,,False,
6,"зрелость, современный этап",Организация повседневной жизни и самодисциплина,"Респондентка планирует свои дела на неделю, распределяет задачи по дням, но отмечает зависимость от гаджетов и соцсетей, что мешает продуктивности. Стремится к самодисциплине.","Очень ужасная привычка у меня выработалась. Первым делом лезть в телефон, смотреть смс, кто мне что там написал, какие новости в соцсети.","самокритика, легкое раздражение","самодисциплина, эффективность, контроль над временем","Зависимость от гаджетов и соцсетей становится характерной чертой современной городской жизни, особенно среди фрилансеров и людей с гибким графиком.",эпизод,,,True,
7,"зрелость, современный этап",Работа и профессиональная самореализация,"Респондентка работает фрилансером, ценит свободу и отсутствие начальника, но сталкивается с нестабильностью дохода. Сейчас развивает себя как блогер и ведущая мероприятий.","Привлекает, как я уже говорила, то, что сама себе хозяйка, у меня нет начальника, то есть если мне что-то не нравится, я всегда могу отказаться от какого-то проекта.","удовлетворение, легкая тревога","независимость, самореализация, творчество","Фриланс и самозанятость становятся все более популярными среди женщин, стремящихся к гибкости и самореализации, несмотря на риски нестабильности.",декларация,"фриланс, блогинг, ивент-индустрия",,True,
8,"зрелость, современный этап","Хобби, увлечения и отдых","Респондентка увлекается актерским мастерством, фитнесом, любит бывать на природе, помогает родителям, путешествует по стране и миру. Любит читать книги по психологии, посещает театры и культурные мероприятия.","Это актёрское мастерство. Всё моё хобби, наверное, да, которое я хочу. Я модетизировалась. Потом мне нравится тоже фитнесом заниматься, следить за фигурой.","энтузиазм, радость","развитие, здоровье, творчество, семейные связи","Современные женщины стремятся к гармонии между работой, хобби и личной жизнью, уделяя внимание саморазвитию и поддержанию семейных связей.",эпизод,,,False,
9,"зрелость, современный этап",Экологическая ответственность и забота о природе,"Респондентка активно участвует в защите природы вокруг дома родителей, борется с вандализмом туристов, взаимодействует с администрацией, убирает мусор.","Мы там перегородили, везде шлагбаум поставили, чтобы люди на берег не могли на машинах съехать... Убираем потом, конечно, сгребаем мусор, то, что остается, граблями чистим.","ответственность, возмущение, забота","экологическая ответственность, коллективизм, забота о семье и природе","Городские жители, имеющие дачи или дома за городом, часто становятся локальными активистами, защищая природу от массового туризма и безответственного поведения.",эпизод,"местное сообщество, администрация",True,,
10,"зрелость, современный этап",Гибкость графика и отношение к праздникам,"Респондентка не разделяет будни и выходные, может устроить себе выходной в любой день. К праздникам относится спокойно, предпочитает проводить время с родителями или друзьями.","Нет, у меня нет критично выходных и будней. Я сама, в принципе, могу себе в любой день устроить выходной, когда я захочу.","спокойствие, независимость","гибкость, семейные связи, независимость","Фриланс и гибкий график размывают традиционные границы между рабочими и выходными днями, что влияет на структуру досуга и семейных традиций.",декларация,,,True,
11,"зрелость, современный этап",Отношение к отпуску и путешествиям,"Респондентка давно не была в отпуске за границей, предпочитает отдыхать у родителей за городом. Для путешествий важна компания, одной ехать за границу ей некомфортно.","Ну да, у меня отпуск, у меня вот под боком 50 километров, там летом когда, ничуть не хуже, чем на море.","удовлетворение, легкая грусть","комфорт, безопасность, семейные связи","Пандемия и внешние обстоятельства усилили тенденцию к локальному отдыху и переосмыслению ценности путешествий, особенно среди женщин среднего возраста.",эпизод,,True,,
12,"зрелость, современный этап",Идеал отдыха и ожидания от партнера,"Идеальный отдых для респондентки — путешествие с любимым мужчиной, который обеспечивает комфорт и заботу. Важно взаимное уважение и влечение.","Хотелось бы, чтобы это был всё-таки мужчина... чтобы все по высшему классу, дорогой, качественный отель, перелет, комфортно... на Мальдивы.","мечтательность, легкая грусть","любовь, комфорт, забота, уважение","Фантазии об идеальном отдыхе часто связаны с представлениями о гендерных ролях и ожиданиями от партнера, что отражает традиционные и современные ценности одновременно.",декларация,,,False,
1,"Зрелый возраст, самостоятельная жизнь",Саморегуляция и управление нагрузкой,"Респондентка рассказывает о том, как самостоятельно регулирует свою нагрузку, отказывается от лишнего и берёт на себя только посильные задачи.","Я сама это регулирую, то есть если я чувствую, что действительно перегружено, не вывожу, я немножко притормаживаю, то есть немножко уже отказываюсь от чего-то, то есть не беру на себя слишком много, то есть беру столько, сколько я понимаю, что я вывезу это.","Уверенность, спокойствие","Самостоятельность, осознанность, забота о себе","Демонстрируется высокий уровень саморефлексии и умение устанавливать личные границы, что характерно для зрелой личности, ориентированной на баланс между работой и личной жизнью.",декларация,,,,
2,"Зрелый возраст, рефлексия над изменениями в себе",Изменение отношения к общению и кругу людей,"Респондентка отмечает, что стала самодостаточной и избирательной в общении, в отличие от молодости, когда была более зависима от компании и менее разборчива в людях.","На данный момент я вообще пришла к тому, что я человек самодостаточный, и что мне прекрасно, комфортно и одно. То есть у меня нет зависимости от того, что есть рядом со мной кто-то или нет.","Гордость, удовлетворение","Самодостаточность, личные границы, осознанность","Переход к избирательности в общении часто связан с возрастом и накопленным опытом, что отражает тенденцию к индивидуализации и ценности личного пространства.",перелом,,,,
3,"Взрослая жизнь, текущий этап",Круг общения и близкие люди,"Респондентка описывает свой круг общения: 5-10 человек, с которыми поддерживает близкие отношения, и отмечает, что приоритеты у людей меняются с возрастом и семейным положением.","С кем-то ближе человек, может быть, 5-10, с кем более-менее я близко делюсь. То есть там куда-то ходим на мероприятия, с кем-то реже, потому что, опять же, кто-то семейный, кто-то работает не в свободном графике, у кого-то дети.","Спокойствие, принятие","Дружба, общие интересы, уважение к приоритетам других","Сужение круга близких друзей и признание изменений в приоритетах — типичная динамика для взрослого возраста, особенно среди женщин без семьи.",эпизод,,,,
4,"Взрослая жизнь, семейные отношения",Конфликт с родственником из-за наследства,"Респондентка рассказывает о конфликте с двоюродным братом, который обманным путём завладел квартирой бабушки, что привело к разрыву отношений и судебным разбирательствам.","К сожалению, с ним произошли контры. Человек оказался очень непорядочно поступил. Там квартира из бабушки, но он у нас просто ее нечестным путем себе забрал. сам юрист.","Обида, разочарование","Справедливость, честность, семейные ценности","Конфликты из-за наследства — частое явление в российских семьях, особенно при отсутствии чётких договорённостей и доверия между родственниками.",узел,"семья, суд",квартира бабушки,,
5,"Взрослая жизнь, отношения с родителями",Поддержка и общение с родителями,"Респондентка поддерживает отношения с родителями, несмотря на расстояние, старается навещать их раз в две недели, отмечает сложности с транспортом.","С родителями, да, я стараюсь поддерживать, но так как все-таки у нас расстояние 50 километров... стараюсь хотя бы раз в две недели с ними видеться.","Забота, ответственность","Семейные связи, поддержка, уважение к родителям","Поддержание отношений с родителями на расстоянии характерно для урбанизированных семей, где взрослые дети живут отдельно, но сохраняют эмоциональную и практическую связь.",эпизод,семья,,,
6,"Взрослая жизнь, дружеские отношения",Близкие подруги и особенности женской дружбы,"Респондентка выделяет двух близких подруг, с которыми поддерживает тесную связь, несмотря на разницу в возрасте и расстояние. Отмечает, что с женщинами с детьми общение становится поверхностным.","Вот сейчас, например, больше всех и ближе всех вот из друзей, так скажем, я общаюсь с одной девочкой, которой 30 лет, она меня намного моложе, но по уму, по развитию она очень сообразительная, да, то есть она не по годам взрослая самостоятельно.","Теплота, признательность","Дружба, взаимопонимание, поддержка","Женская дружба часто строится на общих интересах и взаимной поддержке, но может ослабевать при изменении семейного статуса одной из сторон.",эпизод,,,,
7,"Взрослая жизнь, отношение к материнству",Отношение к детям и материнству,"Респондентка осознанно не становится матерью, считая это большой ответственностью и не желая быть матерью-одиночкой. Также её пугает сам процесс родов.","Это очень большая ответственность ребенок. И все-таки мне хотелось бы, чтобы у ребенка был нормальный отец. И мужчину, которого я бы видела отцом ребенка, пригодного именно на роль отца ребенка, я не знаю даже такого рода.","Осторожность, тревога","Ответственность, осознанность, семейные ценности","Рост числа женщин, сознательно отказывающихся от материнства без подходящего партнёра, отражает современные тенденции к индивидуализму и переосмыслению традиционных ролей.",декларация,,,,
8,"Взрослая жизнь, отношение к домашним животным",Животные в семье и личная ответственность,"У родителей респондентки есть собака и кошки, но сама она не заводит животных из-за нежелания брать на себя дополнительную ответственность и бытовые неудобства.","Я тоже у себя дома не хочу ответственности, потому что собака, за ней все время надо с ней гулять. Иногда мне просто лень выходить.","Рациональность, легкая ирония","Ответственность, комфорт, личное пространство",Отказ от домашних животных по причине нежелания усложнять быт — проявление приоритета личного комфорта и автономии.,декларация,,,,
9,"Взрослая жизнь, одиночество и самодостаточность",Ощущение одиночества и плюсы самостоятельной жизни,"Респондентка ценит самостоятельность и отсутствие необходимости подстраиваться под других, но иногда испытывает страх одиночества и размышляет о будущем.","Бывает иногда я, наоборот, такой кайф ощущаю, что вот я сама себе хозяйка, я не должна ни под кого подстраиваться, ничего не обязана, я делаю, что хочу. А если бы кто-то был рядом, надо было бы всё равно подстраиваться...",Амбивалентность: удовлетворение и тревога,"Свобода, независимость, личное пространство",Двойственность переживаний одиночества и свободы характерна для современных одиноких женщин среднего возраста.,эпизод,,,,
10,"Взрослая жизнь, поддержка",Кому обратиться за помощью,"В случае трудностей респондентка рассчитывает только на родителей, особенно на отца, который всегда готов помочь.","Кроме как к родителям некому. Потому что мой папа при всем его характере, он меня по-своему любит, он никогда меня в беде не бросит.","Уверенность, благодарность","Семейная поддержка, доверие","Опора на родителей даже во взрослом возрасте — распространённая стратегия в российском обществе, где семейные связи часто остаются ключевыми.",декларация,,,,
11,"Взрослая жизнь, личное пространство",Важность личного пространства,"Респондентка подчеркивает, что ей важно иметь своё пространство и не готова делить жильё даже с самыми тихими соседями.",Мне нужно личное пространство.,"Настойчивость, категоричность","Личное пространство, независимость",Желание жить одной и не делить быт с другими — проявление индивидуалистических установок и стремления к контролю над своим окружением.,декларация,,отказ от сдачи комнаты,,
12,"Взрослая жизнь, здоровье",Здоровье и отношение к медицине,"Респондентка считает себя относительно здоровой, не имеет хронических заболеваний, редко обращается к врачам, отмечает недоверие к коммерческой медицине и минимализм в государственной.","Очень много у нас платного, то есть лучше не болеть, то есть бесплатно вот самый минимум, да. И тоже не знаешь, придешь к врачу, там специально найдут, что надо, что не надо, лишь бы побольше денег взять.","Скепсис, осторожность","Здоровье, самостоятельность, недоверие к системе","Недоверие к медицинским институтам и ориентация на самопомощь — типичны для россиян среднего возраста, особенно женщин.",декларация,государственная и коммерческая медицина,,минимальная,
13,"Взрослая жизнь, забота о себе",Здоровый образ жизни и привычки,"Респондентка не фанатка ЗОЖ, но старается придерживаться умеренности в питании, не курит, занимается фитнесом, высыпается, употребляет алкоголь в меру.","Я не скажу, что прям вот такой здоровый, да, что прям я фанатка, придерживаюсь, но по возможности стараюсь, то есть я не курю, раньше баловалась, да, было такое...","Умеренность, реализм","Умеренность, забота о себе, баланс","Умеренный подход к здоровью и отсутствие крайностей характерны для женщин среднего возраста, ориентированных на качество жизни, а не на жёсткие ограничения.",эпизод,,,,
14,"Взрослая жизнь, отношение к психологии",Эмоциональное благополучие и стрессоустойчивость,"Респондентка считает, что многое зависит от отношения к жизни, умеет радоваться настоящему, оценивает своё психологическое состояние на 7 из 10, справляется со стрессом самостоятельно.","То, что я научилась радоваться тому, что есть, не значит, что не нужно стремиться к лучшему.","Уравновешенность, оптимизм","Позитивное мышление, самостоятельность",Самостоятельное управление эмоциями и скепсис к профессиональной психологической помощи — распространённая позиция среди россиян старшего поколения.,декларация,,,,
15,"Взрослая жизнь, отношение к психологии и нетрадиционным практикам",Отношение к психологам и нетрадиционным практикам,"Респондентка обращалась к психологам, но не считает их незаменимыми, практикует медитацию, йогу, работу с мышлением, признаёт наличие в себе способностей к энергопрактикам.","Психологи мне не могут сказать того, чего я и сама не знаю. То есть я сама могу быть психологом.","Скепсис, уверенность","Самостоятельность, открытость новому, критичность",Рост интереса к нетрадиционным практикам и одновременный скепсис к профессиональной психологии — характерная черта для части городского населения.,декларация,,,,
1,Зрелый возраст (40+),Здоровье родителей и забота о близких,"Респондент рассказывает о здоровье родителей, которым около 70 лет. Они следят за своим здоровьем, проходят обследования в Казани. В случае серьезных проблем респондент рассчитывает на поддержку родителей, как моральную, так и финансовую.",В 70 лет здоровье не то. Сейчас проходит диспансеризацию. Приезжают в Казань к врачам.,"спокойствие, забота, легкая тревога","семейная поддержка, ответственность, забота о близких","Семья остается главным ресурсом поддержки даже во взрослом возрасте, что типично для российских семейных структур.",эпизод,медицинские учреждения,False,,
2,Зрелый возраст (40+),Финансовая безопасность и отношение к деньгам,"Респондентка характеризует себя как экономного и осторожного человека в финансовых вопросах. Не берет кредиты, создает финансовую подушку, инвестирует, рационально тратит деньги, избегает долгов.","Я никогда критично не беру кредиты. Постараюсь никому не давать в долги и не беру сама. Я лучше откажусь от чего-то, подкоплю, чем буду лезть, врезать долги.","уверенность, прагматизм","финансовая независимость, рациональность, осторожность","Стратегия финансовой самозащиты и недоверие к кредитным инструментам характерны для людей, переживших экономические кризисы.",декларация,,,"инвестиции, банковские вклады, самозанятость",
